NAME,FPL,direction,layer,bar,qcal0,qped0,tdc0ns0,tdc25ns0,tdc0ns0_t17,tdc25ns0_t17,qcal1,qped1,tdc0ns1,tdc25ns1,tdc0ns1_t17,tdc25ns1_t17,tdiff_offset,sync_offset,vscint,ediff_offset,esync_offset,att,crate0,module0,channel0,sam0,gtb0,crate1,module1,channel1,sam1,gtb1,zpos
NeuLANDPla0H-16,13,H,0,16,1,48,1250,3268,1236,3288,1,56,1289,3275,1266,3277,63.581,34.1858,8.16407,1.01356,0.0621848,510.138,1,10,11,6,0,4,3,1,5,1,11165
NeuLANDPla0H-17,13,H,0,17,1,13,1343,3266,1236,3288,1,33,1248,3275,1266,3277,64.0974,34.0483,8.23061,1.01553,0.0614758,572.993,1,10,10,6,0,4,3,0,5,1,11165
NeuLANDPla0H-18,13,H,0,18,1,5,1251,3271,1236,3288,1,75,1279,3272,1266,3277,63.7566,35.336,8.10488,1.00913,0.0619728,534.54,1,10,9,6,0,4,3,15,5,1,11165
NeuLANDPla0H-19,13,H,0,19,1,19,1375,3263,1236,3288,1,36,1285,3282,1266,3277,64.9867,34.3667,8.13489,1.01284,0.0618758,544.648,1,10,8,6,0,4,3,14,5,1,11165
NeuLANDPla0H-20,13,H,0,20,1,4,1192,3287,1119,3288,1,40,1350,3272,1266,3277,55.4113,30.242,8.19066,1.00645,0.0613563,597.697,2,8,7,6,1,4,3,13,5,1,11165
NeuLANDPla0H-21,13,H,0,21,1,56,1175,3277,1119,3288,1,33,1281,3275,1266,3277,56.8166,30.4892,8.15292,1.02258,0.0615947,511.422,2,8,6,6,1,4,3,12,5,1,11165
NeuLANDPla0H-22,13,H,0,22,1,24,1187,3280,1119,3288,1,32,1332,3269,1266,3277,55.1617,30.1624,8.19796,1.01806,0.0624941,548.136,2,8,5,6,1,4,3,11,5,1,11165
NeuLANDPla0H-23,13,H,0,23,1,20,1261,3284,1119,3288,1,76,1281,3278,1266,3277,55.4345,29.9304,8.12267,0.967572,0.0600323,521.2,2,8,4,6,1,4,3,10,5,1,11165
NeuLANDPla0H-24,13,H,0,24,1,7,1125,3282,1119,3288,1,54,1319,3270,1266,3277,54.7889,30.2689,8.20425,1.01349,0.0617047,594.731,2,8,3,6,1,4,3,9,5,1,11165
NeuLANDPla0H-25,13,H,0,25,1,4,1162,3276,1119,3288,1,30,1259,3273,1266,3277,53.8937,30.3901,8.13263,1.02133,0.0619285,588.419,2,8,2,6,1,4,3,8,5,1,11165
NeuLANDPla0H-26,13,H,0,26,1,37,1164,3284,1119,3288,1,100,1271,3273,1215,3277,53.4137,30.9009,8.15925,0.983109,0.0624613,538.612,2,8,1,6,1,4,4,7,5,1,11165
NeuLANDPla0H-27,13,H,0,27,1,2,1172,3278,1119,3288,1,56,1216,3267,1215,3277,54.1924,30.2685,8.20154,0.984525,0.0628624,588.009,2,8,0,6,1,4,4,6,5,1,11165
NeuLANDPla0H-28,13,H,0,28,1,8,1192,3290,1119,3288,1,67,1214,3271,1215,3277,54.234,31.0195,8.15606,0.971886,0.0625217,556.774,2,8,15,6,1,4,4,5,5,1,11165
NeuLANDPla0H-29,13,H,0,29,1,2,1186,3285,1119,3288,1,62,1205,3261,1215,3277,55.0163,30.7558,8.15172,0.996159,0.063274,528.177,2,8,14,6,1,4,4,4,5,1,11165
NeuLANDPla0H-30,13,H,0,30,1,23,1092,3283,1119,3288,1,82,1205,3277,1215,3277,54.1876,31.2112,8.04194,0.980444,0.0628877,430.736,2,8,13,6,1,4,4,3,5,1,11165
NeuLANDPla0H-31,13,H,0,31,1,5,1180,3278,1119,3288,1,48,1239,3272,1215,3277,54.2565,31.077,8.0573,0.988772,0.0626031,447.712,2,8,12,6,1,4,4,2,5,1,11165
NeuLANDPla0H-32,13,H,0,32,1,0,1146,3284,1119,3288,1,62,1179,3277,1215,3277,55.1698,30.371,8.13773,0.99429,0.0635438,512.834,2,8,11,6,1,4,4,1,5,1,11165
NeuLANDPla0H-33,13,H,0,33,1,56,1141,3279,1119,3288,1,62,1221,3268,1215,3277,53.1643,30.7806,8.12079,0.979505,0.0625681,563.897,2,8,10,6,1,4,4,0,5,1,11165
NeuLANDPla0H-34,13,H,0,34,1,12,1193,3284,1119,3288,1,62,1309,3277,1215,3277,53.8885,30.3777,8.15311,0.983215,0.061807,476.847,2,8,9,6,1,4,4,15,5,1,11165
NeuLANDPla0H-35,13,H,0,35,1,26,1241,3283,1119,3288,1,50,1235,3269,1215,3277,54.3795,31.2538,8.03832,0.981307,0.0627823,421.749,2,8,8,6,1,4,4,14,5,1,11165
NeuLANDPla0H-36,13,H,0,36,1,8,1190,3281,1203,3290,1,64,1255,3271,1215,3277,54.4483,30.9912,8.12113,0.983441,0.0629069,441.257,2,9,7,6,1,4,4,13,5,1,11165
NeuLANDPla0H-37,13,H,0,37,1,14,1221,3282,1203,3290,1,70,1224,3264,1215,3277,52.8448,31.1901,8.1487,0.940934,0.0602318,509.63,2,9,6,6,1,4,4,12,5,1,11165
NeuLANDPla0H-38,13,H,0,38,1,6,1173,3278,1203,3290,1,41,1229,3273,1215,3277,55.2359,30.8713,8.10287,1.02856,0.0598792,406.47,2,9,5,6,1,4,4,11,5,1,11165
NeuLANDPla0H-39,13,H,0,39,1,5,1184,3273,1203,3290,1,88,1257,3269,1215,3277,53.7374,30.8163,8.08569,0.966624,0.0627548,483.556,2,9,4,6,1,4,4,10,5,1,11165
NeuLANDPla0H-40,13,H,0,40,1,26,1199,3284,1203,3290,1,60,1276,3271,1215,3277,54.0803,30.4086,8.14905,0.978384,0.0624543,467.007,2,9,3,6,1,4,4,9,5,1,11165
NeuLANDPla0H-41,13,H,0,41,1,15,1191,3274,1203,3290,1,117,1250,3267,1215,3277,53.5737,31.5471,8.05186,1.00676,0.0639883,485.483,2,9,2,6,1,4,4,8,5,1,11165
NeuLANDPla0H-42,13,H,0,42,1,31,1142,3279,1203,3290,1,17,1257,3279,1202,3284,54.2677,30.6352,8.15891,0.998675,0.0626049,478.032,2,9,1,6,1,4,5,7,5,1,11165
NeuLANDPla0H-43,13,H,0,43,1,2,1229,3292,1203,3290,1,27,1180,3280,1202,3284,53.3244,30.6814,8.14571,1.0153,0.0570588,477.851,2,9,0,6,1,4,5,6,5,1,11165
NeuLANDPla0H-44,13,H,0,44,1,24,1140,3288,1203,3290,1,62,1121,3270,1202,3284,55.3219,30.5705,8.17088,1.01604,0.0600995,517.83,2,9,15,6,1,4,5,5,5,1,11165
NeuLANDPla0H-45,13,H,0,45,1,47,1192,3279,1203,3290,1,60,1172,3278,1202,3284,55.0186,30.6046,8.13066,0.995644,0.0619837,413.464,2,9,14,6,1,4,5,4,5,1,11165
NeuLANDPla0H-46,13,H,0,46,1,4,1140,3286,1203,3290,1,47,1230,3281,1202,3284,54.0935,30.8264,8.12974,1.04689,0.0596334,433.865,2,9,13,6,1,4,5,3,5,1,11165
NeuLANDPla0H-47,13,H,0,47,1,26,1196,3285,1203,3290,1,42,1188,3280,1202,3284,53.4835,31.1742,8.07331,0.999905,0.0628336,531.957,2,9,12,6,1,4,5,2,5,1,11165
NeuLANDPla0H-48,13,H,0,48,1,46,1140,3283,1203,3290,1,23,1209,3281,1202,3284,54.2433,30.4897,8.16257,0.993885,0.06212,452.612,2,9,11,6,1,4,5,1,5,1,11165
NeuLANDPla0H-49,13,H,0,49,1,12,1228,3290,1203,3290,1,25,1174,3282,1202,3284,54.0452,30.2858,8.14196,0.98787,0.0631278,327.434,2,9,10,6,1,4,5,0,5,1,11165
NeuLANDPla1V-0,13,V,1,0,1,24,1276,3271,1158,3279,1,49,1191,3278,1203,3290,9.32186,62.4627,8.16514,1.00434,0.0659855,383.511,1,8,7,6,0,2,9,9,6,1,11215
NeuLANDPla1V-1,13,V,1,1,1,20,1281,3282,1158,3279,1,7,1210,3278,1203,3290,9.64794,62.7159,8.21533,0.932982,0.061904,462.541,1,8,6,6,0,2,9,8,6,1,11215
NeuLANDPla1V-2,13,V,1,2,1,18,1193,3275,1158,3279,1,0,1210,3273,1211,3275,9.09918,62.6136,8.20357,0.995719,0.0673886,496.128,1,8,5,6,0,2,10,7,6,1,11215
NeuLANDPla1V-3,13,V,1,3,1,16,1281,3288,1158,3279,1,4,1247,3281,1211,3275,9.00028,62.8176,8.20735,0.997363,0.0679584,436.1,1,8,4,6,0,2,10,6,6,1,11215
NeuLANDPla1V-4,13,V,1,4,1,10,1286,3280,1158,3279,1,2,1219,3265,1211,3275,9.75745,62.2626,8.20865,0.997527,0.0669822,438.818,1,8,3,6,0,2,10,5,6,1,11215
NeuLANDPla1V-5,13,V,1,5,1,60,1285,3284,1158,3279,1,66,1241,3277,1211,3275,10.2636,61.8046,8.24129,1.0121,0.0681181,525.601,1,8,2,6,0,2,10,4,6,1,11215
NeuLANDPla1V-6,13,V,1,6,1,22,1201,3276,1158,3279,1,2,1202,3263,1211,3275,7.9808,61.7652,8.24299,0.991464,0.0670786,591.712,1,8,1,6,0,2,10,3,6,1,11215
NeuLANDPla1V-7,13,V,1,7,1,12,1290,3286,1158,3279,1,21,1240,3274,1211,3275,8.983,62.0972,8.21539,0.991611,0.0673871,460.163,1,8,0,6,0,2,10,2,6,1,11215
NeuLANDPla1V-8,13,V,1,8,1,40,1265,3282,1158,3279,1,16,1292,3273,1211,3275,9.26862,62.79,8.20295,1.02295,0.0653143,517.178,1,8,15,6,0,2,10,1,6,1,11215
NeuLANDPla1V-9,13,V,1,9,1,20,1219,3282,1158,3279,1,60,1226,3283,1211,3275,9.76417,62.2002,8.20808,0.99505,0.0655448,499.386,1,8,14,6,0,2,10,0,6,1,11215
NeuLANDPla1V-10,13,V,1,10,1,26,1235,3285,1158,3279,1,31,1238,3275,1211,3275,8.72297,62.3743,8.18808,0.996673,0.0650425,515.496,1,8,13,6,0,2,10,15,6,1,11215
NeuLANDPla1V-11,13,V,1,11,1,62,1220,3284,1158,3279,1,3,1165,3280,1211,3275,8.58872,62.7344,8.14665,1.00581,0.0649564,515.099,1,8,12,6,0,2,10,14,6,1,11215
NeuLANDPla1V-12,13,V,1,12,1,27,1253,3282,1158,3279,1,2,1253,3280,1211,3275,8.55706,62.4208,8.21076,0.994339,0.0657382,507.057,1,8,11,6,0,2,10,13,6,1,11215
NeuLANDPla1V-13,13,V,1,13,1,69,1244,3285,1158,3279,1,78,1177,3283,1211,3275,8.83246,61.8579,8.21715,0.98885,0.0659928,579.422,1,8,10,6,0,2,10,12,6,1,11215
NeuLANDPla1V-14,13,V,1,14,1,15,1302,3278,1158,3279,1,69,1176,3269,1211,3275,9.90117,63.0741,8.22406,1.00598,0.0658679,509.505,1,8,9,6,0,2,10,11,6,1,11215
NeuLANDPla1V-15,13,V,1,15,1,48,1198,3279,1158,3279,1,2,1234,3281,1211,3275,9.31396,62.5595,8.19498,1.0027,0.0680059,476.793,1,8,8,6,0,2,10,10,6,1,11215
NeuLANDPla1V-16,13,V,1,16,1,5,1182,3279,1141,3281,1,6,1190,3268,1211,3275,6.37901,60.7851,8.20467,1.00643,0.0662517,572.37,1,9,7,6,0,2,10,9,6,1,11215
NeuLANDPla1V-17,13,V,1,17,1,33,1309,3271,1141,3281,1,62,1205,3279,1211,3275,5.39397,61.0877,8.19849,0.99479,0.0648906,507.562,1,9,6,6,0,2,10,8,6,1,11215
NeuLANDPla1V-18,13,V,1,18,1,11,1172,3281,1141,3281,1,6,1144,3279,1159,3283,4.70856,60.5788,8.1812,1.00888,0.0669211,508.339,1,9,5,6,0,3,1,7,5,0,11215
NeuLANDPla1V-19,13,V,1,19,1,42,1232,3273,1141,3281,1,6,1126,3277,1159,3283,5.25756,60.254,8.16188,0.993369,0.0656832,470.088,1,9,4,6,0,3,1,6,5,0,11215
NeuLANDPla1V-20,13,V,1,20,1,45,1172,3281,1141,3281,1,10,1239,3283,1159,3283,5.96858,60.053,8.32965,1.00522,0.0661138,587.219,1,9,3,6,0,3,1,5,5,0,11215
NeuLANDPla1V-21,13,V,1,21,1,17,1215,3280,1141,3281,1,31,1213,3281,1159,3283,5.94626,60.022,8.19437,0.993122,0.0671203,489.946,1,9,2,6,0,3,1,4,5,0,11215
NeuLANDPla1V-22,13,V,1,22,1,14,1170,3279,1141,3281,1,5,1233,3283,1159,3283,4.21877,60.7796,8.21284,1.00229,0.0665142,586.359,1,9,1,6,0,3,1,3,5,0,11215
NeuLANDPla1V-23,13,V,1,23,1,43,1220,3280,1141,3281,1,12,1325,3312,1159,3283,4.54536,60.0753,8.26597,0.9998,0.0659382,601.452,1,9,0,6,0,3,1,2,5,0,11215
NeuLANDPla1V-24,13,V,1,24,1,33,1239,3285,1141,3281,1,11,1196,3280,1159,3283,6.20123,60.181,8.28369,0.986958,0.067428,655.529,1,9,15,6,0,3,1,1,5,0,11215
NeuLANDPla1V-25,13,V,1,25,1,15,1276,3287,1141,3281,1,4,1199,3290,1159,3283,5.42404,60.439,8.26568,0.987905,0.0671105,552.058,1,9,14,6,0,3,1,0,5,0,11215
NeuLANDPla1V-26,13,V,1,26,1,4,1168,3267,1141,3281,1,10,1202,3280,1159,3283,5.07247,60.5986,8.21041,1.0073,0.0658037,593.825,1,9,13,6,0,3,1,15,5,0,11215
NeuLANDPla1V-27,13,V,1,27,1,3,1187,3273,1141,3281,1,5,1165,3280,1159,3283,6.38506,60.2826,8.199,1.01234,0.0677352,590.317,1,9,12,6,0,3,1,14,5,0,11215
NeuLANDPla1V-28,13,V,1,28,1,47,1310,3271,1219,3277,1,14,1181,3276,1159,3283,-54.3174,30.202,8.16519,1.02475,0.0679809,501.387,4,1,7,5,1,3,1,13,5,0,11215
NeuLANDPla1V-29,13,V,1,29,1,55,1332,3268,1219,3277,1,35,1118,3282,1159,3283,-55.7337,30.5721,8.13312,1.00545,0.0680572,558.761,4,1,6,5,1,3,1,12,5,0,11215
NeuLANDPla1V-30,13,V,1,30,1,36,1325,3282,1219,3277,1,12,1268,3274,1202,3284,-1.81578,3.03287,8.227,1.00729,0.0684145,472.228,4,1,5,5,1,4,5,15,5,1,11215
NeuLANDPla1V-31,13,V,1,31,1,34,1267,3264,1219,3277,1,14,1220,3275,1202,3284,-1.34068,2.57537,8.25258,1.00763,0.0672298,506.269,4,1,4,5,1,4,5,14,5,1,11215
NeuLANDPla1V-32,13,V,1,32,1,87,1265,3273,1219,3277,1,64,1275,3275,1202,3284,-2.4528,3.46557,8.10631,1.01043,0.068573,505.511,4,1,3,5,1,4,5,13,5,1,11215
NeuLANDPla1V-33,13,V,1,33,1,73,1255,3266,1219,3277,1,25,1230,3275,1202,3284,-3.72969,2.39937,8.23749,1.00134,0.0670106,528.903,4,1,2,5,1,4,5,12,5,1,11215
NeuLANDPla1V-34,13,V,1,34,1,34,1256,3271,1219,3277,1,31,1259,3278,1202,3284,-3.07866,3.17487,8.17907,1.01221,0.0681574,494.654,4,1,1,5,1,4,5,11,5,1,11215
NeuLANDPla1V-35,13,V,1,35,1,41,1246,3266,1219,3277,1,24,1225,3277,1202,3284,-1.9695,2.59777,8.2385,0.997237,0.0684358,523.352,4,1,0,5,1,4,5,10,5,1,11215
NeuLANDPla1V-36,13,V,1,36,1,41,1302,3276,1219,3277,1,20,1263,3276,1202,3284,-2.41742,3.34527,8.15731,1.0162,0.0670211,561.403,4,1,15,5,1,4,5,9,5,1,11215
NeuLANDPla1V-37,13,V,1,37,1,82,1352,3265,1219,3277,1,42,1227,3279,1202,3284,-2.51311,3.04697,8.18107,0.993517,0.0662192,506.444,4,1,14,5,1,4,5,8,5,1,11215
NeuLANDPla1V-38,13,V,1,38,1,58,1295,3274,1219,3277,1,35,1165,3276,1196,3283,-1.55418,3.29907,8.16688,1.0053,0.0682196,507.747,4,1,13,5,1,4,6,7,5,1,11215
NeuLANDPla1V-39,13,V,1,39,1,28,1300,3257,1219,3277,1,35,1303,3270,1196,3283,-3.25065,3.29407,8.2322,1.02641,0.0664214,505.47,4,1,12,5,1,4,6,6,5,1,11215
NeuLANDPla1V-40,13,V,1,40,1,59,1304,3273,1219,3277,1,29,1176,3278,1196,3283,-0.741035,3.37057,8.21659,1.02804,0.0682433,470.734,4,1,11,5,1,4,6,5,5,1,11215
NeuLANDPla1V-41,13,V,1,41,1,56,1352,3266,1219,3277,1,25,1273,3270,1196,3283,-0.885187,3.27437,8.17268,1.01298,0.0675517,473.066,4,1,10,5,1,4,6,4,5,1,11215
NeuLANDPla1V-42,13,V,1,42,1,55,1331,3269,1219,3277,1,29,1215,3284,1196,3283,-0.735998,2.68417,8.23633,1.01043,0.0674642,529.207,4,1,9,5,1,4,6,3,5,1,11215
NeuLANDPla1V-43,13,V,1,43,1,72,1302,3271,1219,3277,1,63,1251,3266,1196,3283,-2.15663,3.41567,8.26684,1.02979,0.0660374,460.743,4,1,8,5,1,4,6,2,5,1,11215
NeuLANDPla1V-44,13,V,1,44,1,25,1199,3267,1154,3276,1,52,1229,3288,1196,3283,-2.44966,3.18287,8.18767,1.00841,0.0680203,412.023,4,2,7,5,1,4,6,1,5,1,11215
NeuLANDPla1V-45,13,V,1,45,1,23,1186,3272,1154,3276,1,26,1224,3276,1196,3283,-1.44552,3.44737,8.15121,0.992447,0.067659,529.826,4,2,6,5,1,4,6,0,5,1,11215
NeuLANDPla1V-46,13,V,1,46,1,38,1148,3262,1154,3276,1,30,1251,3271,1196,3283,-0.483934,3.56847,8.09013,1.00612,0.0677251,424.026,4,2,5,5,1,4,6,15,5,1,11215
NeuLANDPla1V-47,13,V,1,47,1,34,1115,3265,1154,3276,1,26,1291,3279,1196,3283,-1.76186,3.13437,8.21084,0.977549,0.0673677,440.406,4,2,4,5,1,4,6,14,5,1,11215
NeuLANDPla1V-48,13,V,1,48,1,25,1168,3270,1154,3276,1,61,1254,3276,1196,3283,-2.13859,3.97747,8.13346,1.00181,0.066513,529.98,4,2,3,5,1,4,6,13,5,1,11215
NeuLANDPla1V-49,13,V,1,49,1,16,1176,3281,1154,3276,1,62,1270,3273,1196,3283,-2.99443,3.87687,8.07788,0.999047,0.066515,360.43,4,2,2,5,1,4,6,12,5,1,11215
NeuLANDPla2H-0,13,H,2,0,1,22,1173,3271,1173,3289,1,48,1200,3277,1121,3273,38.6103,38.8228,8.10235,0.98175,0.0586281,357.087,2,2,11,6,1,5,2,1,7,1,11265
NeuLANDPla2H-1,13,H,2,1,1,7,1233,3284,1173,3289,1,39,1186,3272,1121,3273,38.4025,38.6336,8.16553,1.00131,0.0586188,574.063,2,2,10,6,1,5,2,0,7,1,11265
NeuLANDPla2H-2,13,H,2,2,1,5,1184,3271,1173,3289,1,30,1222,3269,1121,3273,37.797,39.2762,8.14796,1.00289,0.0603469,468.592,2,2,9,6,1,5,2,15,7,1,11265
NeuLANDPla2H-3,13,H,2,3,1,57,1271,3284,1173,3289,1,41,1288,3277,1121,3273,38.1149,39.3431,8.18227,0.982349,0.0606636,461.361,2,2,8,6,1,5,2,14,7,1,11265
NeuLANDPla2H-4,13,H,2,4,1,25,1273,3275,1212,3288,1,35,1256,3269,1121,3273,38.623,39.4075,8.14338,0.996352,0.0609129,433.92,2,3,7,6,1,5,2,13,7,1,11265
NeuLANDPla2H-5,13,H,2,5,1,50,1300,3268,1212,3288,1,34,1259,3264,1121,3273,37.7795,39.8076,8.13086,0.992437,0.0613009,571.171,2,3,6,6,1,5,2,12,7,1,11265
NeuLANDPla2H-6,13,H,2,6,1,48,1287,3276,1212,3288,1,30,1255,3269,1121,3273,36.7494,38.8943,8.12048,1.00056,0.061848,560.369,2,3,5,6,1,5,2,11,7,1,11265
NeuLANDPla2H-7,13,H,2,7,1,62,1300,3275,1212,3288,1,48,1226,3266,1121,3273,37.5216,38.6403,8.18383,0.976587,0.0618542,475.88,2,3,4,6,1,5,2,10,7,1,11265
NeuLANDPla2H-8,13,H,2,8,1,2,1288,3276,1212,3288,1,30,1231,3261,1121,3273,37.7808,39.1913,8.18706,1.00424,0.0614851,488.641,2,3,3,6,1,5,2,9,7,1,11265
NeuLANDPla2H-9,13,H,2,9,1,2,1294,3270,1212,3288,1,60,1286,3281,1121,3273,38.4336,39.6396,8.12164,1.00128,0.0621766,565.43,2,3,2,6,1,5,2,8,7,1,11265
NeuLANDPla2H-10,13,H,2,10,1,57,1257,3279,1212,3288,1,52,1189,3271,1157,3277,38.6621,37.8894,8.18831,0.999285,0.0595578,581.773,2,3,1,6,1,5,3,7,7,1,11265
NeuLANDPla2H-11,13,H,2,11,1,49,1299,3269,1212,3288,1,26,1208,3273,1157,3277,38.1496,38.1681,8.17541,0.990868,0.062059,469.828,2,3,0,6,1,5,3,6,7,1,11265
NeuLANDPla2H-12,13,H,2,12,1,4,1227,3282,1212,3288,1,29,1182,3273,1157,3277,37.8839,38.6316,8.12562,0.981672,0.0621392,626.498,2,3,15,6,1,5,3,5,7,1,11265
NeuLANDPla2H-13,13,H,2,13,1,37,1257,3274,1212,3288,1,34,1198,3273,1157,3277,37.4564,38.5008,8.1485,0.983366,0.0609982,610.549,2,3,14,6,1,5,3,4,7,1,11265
NeuLANDPla2H-14,13,H,2,14,1,6,1227,3280,1212,3288,1,25,1249,3279,1157,3277,38.665,38.4691,8.15583,1.00165,0.0624755,472.635,2,3,13,6,1,5,3,3,7,1,11265
NeuLANDPla2H-15,13,H,2,15,1,3,1267,3270,1212,3288,1,53,1283,3278,1157,3277,38.3085,38.6891,8.17809,1.02089,0.0624424,607.36,2,3,12,6,1,5,3,2,7,1,11265
NeuLANDPla2H-16,13,H,2,16,1,7,1255,3279,1212,3288,1,40,1242,3280,1157,3277,38.6697,38.4765,8.1447,0.982004,0.0621629,576.441,2,3,11,6,1,5,3,1,7,1,11265
NeuLANDPla2H-17,13,H,2,17,1,12,1268,3268,1212,3288,1,51,1238,3273,1157,3277,39.4889,38.2573,8.17563,0.993863,0.0628041,602.83,2,3,10,6,1,5,3,0,7,1,11265
NeuLANDPla2H-18,13,H,2,18,1,8,1250,3277,1212,3288,1,83,1279,3272,1157,3277,38.9919,38.8005,8.1807,0.993886,0.0620307,519.251,2,3,9,6,1,5,3,15,7,1,11265
NeuLANDPla2H-19,13,H,2,19,1,8,1303,3273,1212,3288,1,28,1322,3277,1157,3277,40.1436,38.3072,8.17903,1.02483,0.0605865,541.26,2,3,8,6,1,5,3,14,7,1,11265
NeuLANDPla2H-20,13,H,2,20,1,7,1275,3272,1177,3276,1,32,1295,3274,1157,3277,39.5113,38.2953,8.16634,1.00095,0.0614556,609.028,2,4,7,6,1,5,3,13,7,1,11265
NeuLANDPla2H-21,13,H,2,21,1,53,1148,3280,1177,3276,1,39,1326,3275,1157,3277,40.7871,38.3639,8.19662,1.00156,0.0619872,531.292,2,4,6,6,1,5,3,12,7,1,11265
NeuLANDPla2H-22,13,H,2,22,1,4,1223,3273,1177,3276,1,41,1289,3269,1157,3277,39.2077,38.2651,8.17225,0.987967,0.0607268,649.582,2,4,5,6,1,5,3,11,7,1,11265
NeuLANDPla2H-23,13,H,2,23,1,54,1201,3276,1177,3276,1,68,1293,3276,1157,3277,39.0824,37.7642,8.24131,1.0071,0.0604966,526.215,2,4,4,6,1,5,3,10,7,1,11265
NeuLANDPla2H-24,13,H,2,24,1,60,1205,3270,1177,3276,1,34,1195,3269,1157,3277,38.6231,38.1156,8.22738,0.999014,0.0612407,600.93,2,4,3,6,1,5,3,9,7,1,11265
NeuLANDPla2H-25,13,H,2,25,1,25,1159,3279,1177,3276,1,19,1296,3274,1157,3277,38.511,38.0956,8.18972,0.99481,0.0618735,662.36,2,4,2,6,1,5,3,8,7,1,11265
NeuLANDPla2H-26,13,H,2,26,1,4,1220,3270,1177,3276,1,34,1273,3271,1261,3277,15.4307,49.436,8.20186,1.00002,0.0610311,658.717,2,4,1,6,1,5,4,7,7,1,11265
NeuLANDPla2H-27,13,H,2,27,1,29,1158,3273,1177,3276,1,44.421543,1253,3272,1261,3277,17.0913,49.4455,8.17231,1.12148,0.0538343,671.444,2,4,0,6,1,5,4,6,7,1,11265
